dt,dt_iso,timezone,city_name,lat,lon,temp,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon,city,country_code
1656025057,2022-06-23T22:57:37.000Z,43200,Wellington,-41.2866,174.7756,10.99,10.16,10.51,11.15,1022,,,77,6.69,10,,,,,96,804,Clouds,overcast clouds,04d,Wellington,NZ
1656028804,2022-06-24T00:00:04.000Z,43200,Wellington,-41.2866,174.7756,12.65,11.88,11.06,12.81,1022,,,73,6.17,10,,,,,75,803,Clouds,broken clouds,04d,Wellington,NZ
1656032402,2022-06-24T01:00:02.000Z,43200,Wellington,-41.2866,174.7756,12.65,11.85,11.62,12.81,1021,,,72,6.69,10,,,,,40,802,Clouds,scattered clouds,03d,Wellington,NZ
1656036325,2022-06-24T02:05:25.000Z,43200,Wellington,-41.2866,174.7756,12.9,12.13,12.53,13.81,1020,,,72,7.72,360,,,,,71,803,Clouds,broken clouds,04d,Wellington,NZ
1656039925,2022-06-24T03:05:25.000Z,43200,Wellington,-41.2866,174.7756,12.35,11.57,11.98,13.81,1019,,,74,7.72,360,,,,,78,803,Clouds,broken clouds,04d,Wellington,NZ
1656043528,2022-06-24T04:05:28.000Z,43200,Wellington,-41.2866,174.7756,11.79,11.01,11.06,12.81,1019,,,76,7.72,360,,,,,81,803,Clouds,broken clouds,04d,Wellington,NZ
1656047070,2022-06-24T05:04:30.000Z,43200,Wellington,-41.2866,174.7756,11.54,10.76,11.06,11.81,1019,,,77,5.66,20,,,,,84,501,Rain,moderate rain,10n,Wellington,NZ
1656050546,2022-06-24T06:02:26.000Z,43200,Wellington,-41.2866,174.7756,11.54,10.76,11.06,11.81,1019,,,77,4.12,50,,,,,75,501,Rain,moderate rain,10n,Wellington,NZ
1656053727,2022-06-24T06:55:27.000Z,43200,Wellington,-41.2866,174.7756,11.54,10.79,11.06,11.81,1019,,,78,5.14,20,,,,,100,804,Clouds,overcast clouds,04n,Wellington,NZ
1656057815,2022-06-24T08:03:35.000Z,43200,Wellington,-41.2866,174.7756,11.54,10.73,11.06,11.81,1019,,,76,4.63,30,,,,,100,804,Clouds,overcast clouds,04n,Wellington,NZ
1656061467,2022-06-24T09:04:27.000Z,43200,Wellington,-41.2866,174.7756,11.3,10.5,11.06,12.81,1018,,,77,5.66,350,,,,,100,804,Clouds,overcast clouds,04n,Wellington,NZ
1656064955,2022-06-24T10:02:35.000Z,43200,Wellington,-41.2866,174.7756,12.1,11.43,10.81,12.26,1018,,,79,4.63,10,,,,,20,801,Clouds,few clouds,02n,Wellington,NZ
1656068386,2022-06-24T10:59:46.000Z,43200,Wellington,-41.2866,174.7756,12.1,11.48,11.06,12.26,1018,,,81,5.66,360,,,,,40,802,Clouds,scattered clouds,03n,Wellington,NZ
1656072024,2022-06-24T12:00:24.000Z,43200,Wellington,-41.2866,174.7756,12.65,11.96,11.06,12.81,1018,,,76,5.66,350,,,,,100,804,Clouds,overcast clouds,04n,Wellington,NZ
1656075304,2022-06-24T12:55:04.000Z,43200,Wellington,-41.2866,174.7756,12.34,11.61,11.06,12.81,1017,,,76,5.14,360,,,,,75,501,Rain,moderate rain,10n,Wellington,NZ
1656079202,2022-06-24T14:00:02.000Z,43200,Wellington,-41.2866,174.7756,12.35,11.65,11.62,12.81,1017,,,77,6.17,10,,,,,75,803,Clouds,broken clouds,04n,Wellington,NZ
1656083058,2022-06-24T15:04:18.000Z,43200,Wellington,-41.2866,174.7756,12.35,11.73,11.62,12.81,1016,,,80,6.69,20,,,,,75,300,Drizzle,light intensity drizzle,09n,Wellington,NZ
1656086542,2022-06-24T16:02:22.000Z,43200,Wellington,-41.2866,174.7756,12.41,11.8,11.62,12.81,1015,,,80,5.14,10,,,,,75,803,Clouds,broken clouds,04n,Wellington,NZ
1656090306,2022-06-24T17:05:06.000Z,43200,Wellington,-41.2866,174.7756,12.1,11.43,11.06,12.81,1015,,,79,5.14,20,,,,,100,500,Rain,light rain,10n,Wellington,NZ
1656093585,2022-06-24T17:59:45.000Z,43200,Wellington,-41.2866,174.7756,12.65,11.98,11.06,12.81,1014,,,77,4.63,10,,,,,75,803,Clouds,broken clouds,04n,Wellington,NZ
1656097201,2022-06-24T19:00:01.000Z,43200,Wellington,-41.2866,174.7756,12.9,12.23,12.17,13.37,1015,,,76,6.17,360,,,,,100,501,Rain,moderate rain,10n,Wellington,NZ
1656101021,2022-06-24T20:03:41.000Z,43200,Wellington,-41.2866,174.7756,13.45,12.78,12.17,13.92,1015,,,74,4.12,360,,,,,100,501,Rain,moderate rain,10d,Wellington,NZ
1656104726,2022-06-24T21:05:26.000Z,43200,Wellington,-41.2866,174.7756,13.76,13.18,12.73,13.92,1014,,,76,4.63,10,,,,,100,500,Rain,light rain,10d,Wellington,NZ
1656108103,2022-06-24T22:01:43.000Z,43200,Wellington,-41.2866,174.7756,14.01,13.48,13.28,14.48,1014,,,77,5.14,20,,,,,75,803,Clouds,broken clouds,04d,Wellington,NZ
1656111305,2022-06-24T22:55:05.000Z,43200,Wellington,-41.2866,174.7756,14.32,13.79,13.28,14.48,1014,,,76,7.72,10,,,,,100,804,Clouds,overcast clouds,04d,Wellington,NZ
1656115066,2022-06-24T23:57:46.000Z,43200,Wellington,-41.2866,174.7756,14.57,14.07,13.84,15.81,1014,,,76,8.75,10,,,,,100,804,Clouds,overcast clouds,04d,Wellington,NZ
1656119123,2022-06-25T01:05:23.000Z,43200,Wellington,-41.2866,174.7756,14.57,14.12,13.84,15.81,1013,,,78,9.77,10,,,,,20,801,Clouds,few clouds,02d,Wellington,NZ
1656122377,2022-06-25T01:59:37.000Z,43200,Wellington,-41.2866,174.7756,13.14,12.81,12.17,13.92,1012,,,88,10.29,360,,,,,100,804,Clouds,overcast clouds,04d,Wellington,NZ
1656126274,2022-06-25T03:04:34.000Z,43200,Wellington,-41.2866,174.7756,13.45,13.25,12.17,13.92,1012,,,92,7.72,10,,,,,100,804,Clouds,overcast clouds,04d,Wellington,NZ
1656129484,2022-06-25T03:58:04.000Z,43200,Wellington,-41.2866,174.7756,13.46,13.26,12.17,13.92,1012,,,92,6.69,360,,,,,75,803,Clouds,broken clouds,04d,Wellington,NZ
1656133105,2022-06-25T04:58:25.000Z,43200,Wellington,-41.2866,174.7756,13.46,13.29,12.17,13.92,1012,,,93,6.69,350,,,,,75,803,Clouds,broken clouds,04d,Wellington,NZ
1656137130,2022-06-25T06:05:30.000Z,43200,Wellington,-41.2866,174.7756,13.46,13.26,12.17,13.92,1012,,,92,6.69,350,,,,,75,803,Clouds,broken clouds,04n,Wellington,NZ
1656140434,2022-06-25T07:00:34.000Z,43200,Wellington,-41.2866,174.7756,13.46,13.26,12.17,13.92,1013,,,92,5.66,360,,,,,100,804,Clouds,overcast clouds,04n,Wellington,NZ
1656144328,2022-06-25T08:05:28.000Z,43200,Wellington,-41.2866,174.7756,13.76,13.57,12.73,13.92,1013,,,91,6.69,350,,,,,75,803,Clouds,broken clouds,04n,Wellington,NZ
1656147602,2022-06-25T09:00:02.000Z,43200,Wellington,-41.2866,174.7756,14.01,13.84,12.73,14.48,1013,,,91,7.72,360,,,,,75,803,Clouds,broken clouds,04n,Wellington,NZ
1656151167,2022-06-25T09:59:27.000Z,43200,Wellington,-41.2866,174.7756,14.01,13.84,12.73,14.48,1013,,,91,7.72,360,,,,,75,803,Clouds,broken clouds,04n,Wellington,NZ
1656155104,2022-06-25T11:05:04.000Z,43200,Wellington,-41.2866,174.7756,13.46,13.21,12.73,13.92,1013,,,90,7.2,360,,,,,75,803,Clouds,broken clouds,04n,Wellington,NZ
1656158642,2022-06-25T12:04:02.000Z,43200,Wellington,-41.2866,174.7756,13.46,13.19,12.17,13.92,1014,,,89,6.17,330,,,,,100,804,Clouds,overcast clouds,04n,Wellington,NZ
1656162283,2022-06-25T13:04:43.000Z,43200,Wellington,-41.2866,174.7756,13.46,13.19,12.17,13.92,1014,,,89,5.66,330,,,,,100,500,Rain,light rain,10n,Wellington,NZ
1656165341,2022-06-25T13:55:41.000Z,43200,Wellington,-41.2866,174.7756,12.9,12.6,12.17,13.81,1014,,,90,5.14,350,,,,,100,804,Clouds,overcast clouds,04n,Wellington,NZ
1656169183,2022-06-25T14:59:43.000Z,43200,Wellington,-41.2866,174.7756,12.9,12.6,12.17,13.81,1014,,,90,5.66,330,,,,,100,804,Clouds,overcast clouds,04n,Wellington,NZ
1656172783,2022-06-25T15:59:43.000Z,43200,Wellington,-41.2866,174.7756,12.59,12.25,11.98,13.81,1014,,,90,5.66,340,,,,,100,804,Clouds,overcast clouds,04n,Wellington,NZ
1656176728,2022-06-25T17:05:28.000Z,43200,Wellington,-41.2866,174.7756,12.9,12.62,11.62,13.37,1014,,,91,5.66,30,,,,,100,804,Clouds,overcast clouds,04n,Wellington,NZ
1656180330,2022-06-25T18:05:30.000Z,43200,Wellington,-41.2866,174.7756,12.9,12.62,11.62,13.37,1014,,,91,5.14,10,,,,,40,802,Clouds,scattered clouds,03n,Wellington,NZ
1656183883,2022-06-25T19:04:43.000Z,43200,Wellington,-41.2866,174.7756,12.9,12.6,12.17,13.81,1014,,,90,4.63,10,,,,,75,803,Clouds,broken clouds,04n,Wellington,NZ
1656187482,2022-06-25T20:04:42.000Z,43200,Wellington,-41.2866,174.7756,12.59,12.28,11.62,13.37,1015,,,91,3.6,20,,,,,20,801,Clouds,few clouds,02d,Wellington,NZ
1656190745,2022-06-25T20:59:05.000Z,43200,Wellington,-41.2866,174.7756,12.9,12.62,12.17,13.37,1015,,,91,4.12,10,,,,,62,803,Clouds,broken clouds,04d,Wellington,NZ
1656194718,2022-06-25T22:05:18.000Z,43200,Wellington,-41.2866,174.7756,13.76,13.57,13.28,13.92,1016,,,91,4.63,360,,,,,40,802,Clouds,scattered clouds,03d,Wellington,NZ
1656197845,2022-06-25T22:57:25.000Z,43200,Wellington,-41.2866,174.7756,14.57,14.35,13.84,15.03,1016,,,87,5.66,340,,,,,52,803,Clouds,broken clouds,04d,Wellington,NZ
1656201559,2022-06-25T23:59:19.000Z,43200,Wellington,-41.2866,174.7756,14.5,14.23,13.64,15.81,1016,,,85,5.14,360,,,,,48,802,Clouds,scattered clouds,03d,Wellington,NZ
1656205516,2022-06-26T01:05:16.000Z,43200,Wellington,-41.2866,174.7756,15.06,14.79,14.2,16.15,1015,,,83,4.63,360,,,,,14,801,Clouds,few clouds,02d,Wellington,NZ
1656209129,2022-06-26T02:05:29.000Z,43200,Wellington,-41.2866,174.7756,14.26,13.93,13.64,15.81,1015,,,84,4.63,10,,,,,20,801,Clouds,few clouds,02d,Wellington,NZ
1656212124,2022-06-26T02:55:24.000Z,43200,Wellington,-41.2866,174.7756,14.01,13.69,13.64,15.81,1015,,,85,4.12,360,,,,,20,801,Clouds,few clouds,02d,Wellington,NZ
1656216312,2022-06-26T04:05:12.000Z,43200,Wellington,-41.2866,174.7756,12.9,12.52,12.53,14.81,1015,,,87,4.63,10,,,,,9,800,Clear,clear sky,01d,Wellington,NZ
1656219736,2022-06-26T05:02:16.000Z,43200,Wellington,-41.2866,174.7756,12.35,11.96,11.98,13.81,1016,,,89,5.14,10,,,,,9,800,Clear,clear sky,01n,Wellington,NZ
1656223526,2022-06-26T06:05:26.000Z,43200,Wellington,-41.2866,174.7756,11.54,11.13,11.42,12.81,1016,,,91,3.09,30,,,,,8,800,Clear,clear sky,01n,Wellington,NZ
1656226937,2022-06-26T07:02:17.000Z,43200,Wellington,-41.2866,174.7756,10.44,9.92,10.31,12.81,1017,,,91,3.6,20,,,,,3,800,Clear,clear sky,01n,Wellington,NZ
1656230218,2022-06-26T07:56:58.000Z,43200,Wellington,-41.2866,174.7756,9.57,7.67,9.2,11.81,1017,,,93,3.6,20,,,,,3,800,Clear,clear sky,01n,Wellington,NZ
1656234281,2022-06-26T09:04:41.000Z,43200,Wellington,-41.2866,174.7756,9.08,7.35,8.92,10.81,1018,,,93,3.09,10,,,,,8,800,Clear,clear sky,01n,Wellington,NZ
1656237915,2022-06-26T10:05:15.000Z,43200,Wellington,-41.2866,174.7756,9.81,8.55,9.81,9.95,1020,,,93,2.57,20,,,,,10,800,Clear,clear sky,01n,Wellington,NZ
1656241514,2022-06-26T11:05:14.000Z,43200,Wellington,-41.2866,174.7756,9.81,8.23,9.81,9.95,1020,,,93,3.09,350,,,,,9,800,Clear,clear sky,01n,Wellington,NZ
1656244801,2022-06-26T12:00:01.000Z,43200,Wellington,-41.2866,174.7756,8.81,7.36,8.81,9.39,1020,,,93,2.57,10,,,,,8,800,Clear,clear sky,01n,Wellington,NZ
1656248731,2022-06-26T13:05:31.000Z,43200,Wellington,-41.2866,174.7756,9.2,7.5,9.2,9.81,1018,,,99,3.09,350,,,,,1,800,Clear,clear sky,01n,Wellington,NZ
1656251726,2022-06-26T13:55:26.000Z,43200,Wellington,-41.2866,174.7756,9.75,8.16,7.81,9.75,1018,,,98,3.09,10,,,,,3,800,Clear,clear sky,01n,Wellington,NZ
1656255788,2022-06-26T15:03:08.000Z,43200,Wellington,-41.2866,174.7756,10.3,9.87,8.84,10.31,1018,,,95,4.12,10,,,,,8,800,Clear,clear sky,01n,Wellington,NZ
1656259380,2022-06-26T16:03:00.000Z,43200,Wellington,-41.2866,174.7756,10.86,10.48,9.39,10.87,1017,,,95,3.6,20,,,,,16,801,Clouds,few clouds,02n,Wellington,NZ
1656262981,2022-06-26T17:03:01.000Z,43200,Wellington,-41.2866,174.7756,9.38,6.76,8.92,9.95,1015,,,88,5.14,30,,,,,20,801,Clouds,few clouds,02n,Wellington,NZ
1656266244,2022-06-26T17:57:24.000Z,43200,Wellington,-41.2866,174.7756,10.19,9.51,10.03,10.81,1015,,,86,4.12,30,,,,,20,801,Clouds,few clouds,02n,Wellington,NZ
1656269996,2022-06-26T18:59:56.000Z,43200,Wellington,-41.2866,174.7756,10.99,10.52,10.51,11.15,1016,,,91,6.17,30,,,,,16,801,Clouds,few clouds,02n,Wellington,NZ
1656273668,2022-06-26T20:01:08.000Z,43200,Wellington,-41.2866,174.7756,11.23,10.78,9.95,11.7,1016,,,91,6.69,20,,,,,20,801,Clouds,few clouds,02d,Wellington,NZ
1656277513,2022-06-26T21:05:13.000Z,43200,Wellington,-41.2866,174.7756,11.54,11.13,11.06,11.81,1016,,,91,7.72,10,,,,,29,802,Clouds,scattered clouds,03d,Wellington,NZ
1656280801,2022-06-26T22:00:01.000Z,43200,Wellington,-41.2866,174.7756,11.79,11.35,11.42,12.81,1016,,,89,7.72,10,,,,,75,803,Clouds,broken clouds,04d,Wellington,NZ
1656284688,2022-06-26T23:04:48.000Z,43200,Wellington,-41.2866,174.7756,12.9,12.2,12.53,13.37,1016,,,75,8.75,10,,,,,20,801,Clouds,few clouds,02d,Wellington,NZ
1656288254,2022-06-27T00:04:14.000Z,43200,Wellington,-41.2866,174.7756,13.7,12.98,13.09,14.48,1015,,,71,9.26,10,,,,,35,802,Clouds,scattered clouds,03d,Wellington,NZ
1656291602,2022-06-27T01:00:02.000Z,43200,Wellington,-41.2866,174.7756,13.63,12.95,12.53,15.03,1015,,,73,9.26,360,,,,,1,800,Clear,clear sky,01d,Wellington,NZ
1656295202,2022-06-27T02:00:02.000Z,43200,Wellington,-41.2866,174.7756,13.39,12.77,12.53,14.48,1014,,,76,10.8,360,,,,,20,801,Clouds,few clouds,02d,Wellington,NZ
1656298773,2022-06-27T02:59:33.000Z,43200,Wellington,-41.2866,174.7756,12.9,12.23,12.53,13.81,1014,,,76,8.75,10,,,,,20,801,Clouds,few clouds,02d,Wellington,NZ
1656302381,2022-06-27T03:59:41.000Z,43200,Wellington,-41.2866,174.7756,12.59,11.78,11.98,13.81,1014,,,72,9.26,360,,,,,29,802,Clouds,scattered clouds,03d,Wellington,NZ
1656306202,2022-06-27T05:03:22.000Z,43200,Wellington,-41.2866,174.7756,12.35,11.78,11.62,12.81,1014,,,82,9.77,360,,,,,27,802,Clouds,scattered clouds,03n,Wellington,NZ
1656309916,2022-06-27T06:05:16.000Z,43200,Wellington,-41.2866,174.7756,12.35,11.81,11.62,12.81,1014,,,83,9.77,360,,,,,37,802,Clouds,scattered clouds,03n,Wellington,NZ
1656313108,2022-06-27T06:58:28.000Z,43200,Wellington,-41.2866,174.7756,12.59,12.07,11.62,13.37,1016,,,83,7.72,10,,,,,40,802,Clouds,scattered clouds,03n,Wellington,NZ
1656317113,2022-06-27T08:05:13.000Z,43200,Wellington,-41.2866,174.7756,12.9,12.41,11.62,13.37,1016,,,83,7.72,350,,,,,100,804,Clouds,overcast clouds,04n,Wellington,NZ
1656320315,2022-06-27T08:58:35.000Z,43200,Wellington,-41.2866,174.7756,12.35,11.83,11.62,12.81,1016,,,84,5.14,350,,,,,100,804,Clouds,overcast clouds,04n,Wellington,NZ
1656324156,2022-06-27T10:02:36.000Z,43200,Wellington,-41.2866,174.7756,12.59,12.07,11.62,13.37,1016,,,83,6.69,360,,,,,99,804,Clouds,overcast clouds,04n,Wellington,NZ
1656327614,2022-06-27T11:00:14.000Z,43200,Wellington,-41.2866,174.7756,12.35,11.78,11.62,12.81,1016,,,82,6.69,10,,,,,99,804,Clouds,overcast clouds,04n,Wellington,NZ
1656331530,2022-06-27T12:05:30.000Z,43200,Wellington,-41.2866,174.7756,12.35,11.83,11.62,12.81,1016,,,84,4.63,350,,,,,99,804,Clouds,overcast clouds,04n,Wellington,NZ
1656334552,2022-06-27T12:55:52.000Z,43200,Wellington,-41.2866,174.7756,12.35,11.83,11.06,12.81,1015,,,84,5.66,20,,,,,100,804,Clouds,overcast clouds,04n,Wellington,NZ
1656338402,2022-06-27T14:00:02.000Z,43200,Wellington,-41.2866,174.7756,12.35,11.83,11.62,12.81,1015,,,84,3.6,10,,,,,100,804,Clouds,overcast clouds,04n,Wellington,NZ
1656342109,2022-06-27T15:01:49.000Z,43200,Wellington,-41.2866,174.7756,12.35,11.86,10.51,12.81,1015,,,85,2.06,340,,,,,20,801,Clouds,few clouds,02n,Wellington,NZ
1656345477,2022-06-27T15:57:57.000Z,43200,Wellington,-41.2866,174.7756,12.1,11.66,10.51,12.26,1015,,,88,5.66,210,,,,,100,804,Clouds,overcast clouds,04n,Wellington,NZ
1656349418,2022-06-27T17:03:38.000Z,43200,Wellington,-41.2866,174.7756,11.48,11.03,10.51,12.26,1015,,,90,4.63,200,,,,,75,500,Rain,light rain,10n,Wellington,NZ
1656352807,2022-06-27T18:00:07.000Z,43200,Wellington,-41.2866,174.7756,10.92,10.44,9.95,11.7,1015,,,91,2.06,150,,,,,100,804,Clouds,overcast clouds,04n,Wellington,NZ
1656356653,2022-06-27T19:04:13.000Z,43200,Wellington,-41.2866,174.7756,10.92,10.47,9.95,11.7,1016,,,92,3.09,180,,,,,100,804,Clouds,overcast clouds,04n,Wellington,NZ
1656359897,2022-06-27T19:58:17.000Z,43200,Wellington,-41.2866,174.7756,10.61,10.13,9.75,11.7,1016,,,92,3.09,170,,,,,100,804,Clouds,overcast clouds,04d,Wellington,NZ
1656363602,2022-06-27T21:00:02.000Z,43200,Wellington,-41.2866,174.7756,10.61,10.15,9.75,11.7,1017,,,93,2.57,120,,,,,100,500,Rain,light rain,10d,Wellington,NZ
1656367528,2022-06-27T22:05:28.000Z,43200,Wellington,-41.2866,174.7756,10.92,10.5,10.31,11.7,1017,,,93,1.54,360,,,,,100,301,Drizzle,drizzle,09d,Wellington,NZ
1656370573,2022-06-27T22:56:13.000Z,43200,Wellington,-41.2866,174.7756,10.92,10.52,10.31,11.7,1017,,,94,1.03,160,,,,,75,701,Mist,mist,50d,Wellington,NZ
1656374675,2022-06-28T00:04:35.000Z,43200,Wellington,-41.2866,174.7756,10.92,10.52,9.95,11.7,1016,,,94,3.6,160,,,,,75,501,Rain,moderate rain,10d,Wellington,NZ
1656378001,2022-06-28T01:00:01.000Z,43200,Wellington,-41.2866,174.7756,10.37,9.92,8.84,11.15,1016,,,94,7.2,190,,,,,100,502,Rain,heavy intensity rain,10d,Wellington,NZ
1656381412,2022-06-28T01:56:52.000Z,43200,Wellington,-41.2866,174.7756,10.06,9.58,8.28,11.15,1015,,,94,6.69,190,,,,,100,300,Drizzle,light intensity drizzle,09d,Wellington,NZ
1656384927,2022-06-28T02:55:27.000Z,43200,Wellington,-41.2866,174.7756,9.5,7.11,8.64,10.59,1015,,,94,4.63,180,,,,,100,300,Drizzle,light intensity drizzle,09d,Wellington,NZ
1656389117,2022-06-28T04:05:17.000Z,43200,Wellington,-41.2866,174.7756,9.5,7.33,8.64,10.59,1015,,,94,4.12,170,,,,,75,300,Drizzle,light intensity drizzle,09d,Wellington,NZ
1656392724,2022-06-28T05:05:24.000Z,43200,Wellington,-41.2866,174.7756,9.5,7.33,8.28,10.59,1014,,,94,4.12,170,,,,,100,701,Mist,mist,50n,Wellington,NZ
1656395857,2022-06-28T05:57:37.000Z,43200,Wellington,-41.2866,174.7756,9.5,7.11,8.28,10.59,1014,,,94,4.63,180,,,,,75,300,Drizzle,light intensity drizzle,09n,Wellington,NZ
1656399756,2022-06-28T07:02:36.000Z,43200,Wellington,-41.2866,174.7756,9.5,7.11,8.28,10.59,1014,,,95,4.63,170,,,,,100,500,Rain,light rain,10n,Wellington,NZ
1656403083,2022-06-28T07:58:03.000Z,43200,Wellington,-41.2866,174.7756,9.25,6.6,8.28,10.03,1014,,,95,5.14,180,,,,,100,300,Drizzle,light intensity drizzle,09n,Wellington,NZ
1656406527,2022-06-28T08:55:27.000Z,43200,Wellington,-41.2866,174.7756,9.5,7.33,8.28,10.59,1014,,,95,4.12,180,,,,,100,300,Drizzle,light intensity drizzle,09n,Wellington,NZ
1656410363,2022-06-28T09:59:23.000Z,43200,Wellington,-41.2866,174.7756,9.5,7.33,8.64,10.59,1014,,,95,4.12,180,,,,,100,701,Mist,mist,50n,Wellington,NZ
